========== Richiesta 1 ==========
 | Numero misure: 342
 | Istante:   92 | Velocità: 0.591784    0.389063    0.70599      | Energia Cinetica: 33.4755 | Massa: 0   
 | Istante:  292 | Velocità: 0.716507    0.447109    0.535454     | Energia Cinetica: 33.0207 | Massa: 66.0413
 | Istante:  293 | Velocità: 0.593568    0.502144    0.628911     | Energia Cinetica: 37.1947 | Massa: 74.3894
 | Istante:  294 | Velocità: 0.11        0.763915    0.635872     | Energia Cinetica: 27.1961 | Massa: 54.3922
 | Istante:  295 | Velocità: 0.699422    0.0264332   0.71422      | Energia Cinetica: 31.7776 | Massa: 63.5552
 | Istante:  296 | Velocità: 0.364851    0.0964691   0.926055     | Energia Cinetica: 31.8723 | Massa: 63.7447
 | Istante:  297 | Velocità: 0.633625    0.266113    0.726432     | Energia Cinetica: 37.4437 | Massa: 74.8874
 | Istante:  298 | Velocità: 0.533129    0.533639    0.656508     | Energia Cinetica: 32.3801 | Massa: 64.7601
 | Istante:  299 | Velocità: 0.574278    0.421233    0.701974     | Energia Cinetica: 37.0519 | Massa: 74.1038
 | Istante:  300 | Velocità: 0.142563    0.0411088   0.988932     | Energia Cinetica: 35.7041 | Massa: 71.4081
 | Istante:  301 | Velocità: 0.504269    0.684185    0.526881     | Energia Cinetica: 29.2921 | Massa: 58.5842
 | Istante:  302 | Velocità: 0.431678    0.874381    0.221611     | Energia Cinetica: 35.3883 | Massa: 70.7767
 | Istante:  303 | Velocità: 0.640853    0.704927    0.303948     | Energia Cinetica: 35.7913 | Massa: 71.5827
 | Istante:  304 | Velocità: 0.164344    0.68104     0.713565     | Energia Cinetica: 35.6858 | Massa: 71.3717
 | Istante:  305 | Velocità: 0.980654    0.0461303   0.190235     | Energia Cinetica: 24.4144 | Massa: 48.8287
 | Istante:  306 | Velocità: 0.106574    0.993906    0.0281685    | Energia Cinetica: 33.938 | Massa: 67.876
 | Istante:  307 | Velocità: 0.295687    0.750834    0.590608     | Energia Cinetica: 39.6726 | Massa: 79.3453
 | Istante:  308 | Velocità: 0.779623    0.492252    0.387139     | Energia Cinetica: 38.8595 | Massa: 77.7189
 | Istante:  309 | Velocità: 0.681322    0.343132    0.646577     | Energia Cinetica: 28.1271 | Massa: 56.2543
 | Istante:  310 | Velocità: 0.600096    0.71099     0.366578     | Energia Cinetica: 32.4154 | Massa: 64.8309
 | Istante:  311 | Velocità: 0.617521    0.717496    0.322284     | Energia Cinetica: 30.6296 | Massa: 61.2592
 | Istante:  312 | Velocità: 0.775718    0.447035    0.445445     | Energia Cinetica: 39.4073 | Massa: 78.8146
 | Istante:  313 | Velocità: 0.824413    0.56541     0.0256013    | Energia Cinetica: 34.587 | Massa: 69.1739
 | Istante:  314 | Velocità: 0.263424    0.272441    0.92541      | Energia Cinetica: 35.2361 | Massa: 70.4721
 | Istante:  315 | Velocità: 0.221118    0.530848    0.818112     | Energia Cinetica: 31.8047 | Massa: 63.6093
 | Istante:  316 | Velocità: 0.451759    0.41661     0.788892     | Energia Cinetica: 40.6178 | Massa: 81.2356
 | Istante:  317 | Velocità: 0.703135    0.499327    0.506236     | Energia Cinetica: 37.781 | Massa: 75.5621
 | Istante:  318 | Velocità: 0.597496    0.775309    0.204681     | Energia Cinetica: 33.2136 | Massa: 66.4273
 | Istante:  319 | Velocità: 0.723651    0.499959    0.475784     | Energia Cinetica: 33.799 | Massa: 67.5981
 | Istante:  320 | Velocità: 0.474768    0.279097    0.834686     | Energia Cinetica: 39.1566 | Massa: 78.3131
 | Istante:  321 | Velocità: 0.679007    0.688464    0.254884     | Energia Cinetica: 33.1009 | Massa: 66.2017
 | Istante:  322 | Velocità: 0.0540776   0.892447    0.4479       | Energia Cinetica: 32.254 | Massa: 64.508
 | Istante:  323 | Velocità: 0.287839    0.0117127   0.957607     | Energia Cinetica: 38.0366 | Massa: 76.0732
 | Istante:  324 | Velocità: 0.116959    0.462849    0.878687     | Energia Cinetica: 42.9363 | Massa: 85.8725
 | Istante:  325 | Velocità: 0.858253    0.511515    0.04187      | Energia Cinetica: 36.8968 | Massa: 73.7935
 | Istante:  326 | Velocità: 0.0131708   0.463973    0.885751     | Energia Cinetica: 27.0459 | Massa: 54.0919
 | Istante:  327 | Velocità: 0.706637    0.0624617   0.704814     | Energia Cinetica: 41.0623 | Massa: 82.1246
 | Istante:  328 | Velocità: 0.567112    0.256156    0.782795     | Energia Cinetica: 33.648 | Massa: 67.2961
 | Istante:  329 | Velocità: 0.720516    0.335895    0.606656     | Energia Cinetica: 35.5173 | Massa: 71.0346
 | Istante:  330 | Velocità: 0.0500751   0.66536     0.744842     | Energia Cinetica: 33.6035 | Massa: 67.207
 | Istante:  331 | Velocità: 0.993432    0.109551    0.0330528    | Energia Cinetica: 37.0415 | Massa: 74.083
 | Istante:  332 | Velocità: 0.919996    0.204995    0.334043     | Energia Cinetica: 34.546 | Massa: 69.0919
 | Istante:  333 | Velocità: 0.419498    0.8092      0.411359     | Energia Cinetica: 36.1862 | Massa: 72.3723
 | Istante:  334 | Velocità: 0.878706    0.163605    0.448453     | Energia Cinetica: 30.4012 | Massa: 60.8024
 | Istante:  335 | Velocità: 0.142295    0.189867    0.971444     | Energia Cinetica: 40.5374 | Massa: 81.0747
 | Istante:  336 | Velocità: 0.87907     0.450679    0.155318     | Energia Cinetica: 48.7485 | Massa: 97.4969
 | Istante:  337 | Velocità: 0.218985    0.469612    0.855284     | Energia Cinetica: 29.6867 | Massa: 59.3733
 | Istante:  338 | Velocità: 0.487664    0.258404    0.833913     | Energia Cinetica: 32.371 | Massa: 64.7421
 | Istante:  339 | Velocità: 0.489435    0.0791767   0.868438     | Energia Cinetica: 33.2025 | Massa: 66.4051
 | Istante:  340 | Velocità: 0.478147    0.847659    0.229891     | Energia Cinetica: 39.3188 | Massa: 78.6376
 | Istante:  341 | Velocità: 0.701349    0.189977    0.687036     | Energia Cinetica: 37.1047 | Massa: 74.2094
 | Valor medio massa: 72.1194 | Deviazione Standard: 10.0329


